sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL
795.3658230718754,780.8122878470095,805.7089051069316,797.8231879677278,807.1161487808889,802.7045682577984,416.6783589532241,807.109599682035,799.2983428854135,805.9065483069231,328.4991085803026,796.3755905859687,810.2257043200964,335.0605884715319,809.4955413544133,803.9968795175264,793.9778793963821,789.3760647185312,790.7264686580943,801.598563919974,806.2157188985605,182.405166388834
795.3427024642974,799.7348612455079,811.355656401806,810.9877685198719,788.7535790816213,799.4976189055086,380.170283352728,804.4426331148604,783.3903906648401,811.087035805829,399.7776306902712,788.8033010537386,824.3975240633928,438.00097816413313,785.151020315501,793.4864310620817,804.6877425607503,804.2830709720765,802.3836898273479,789.7232485907405,796.3038966395636,152.23107566827815
802.4196227156604,800.6023020994103,809.540017634932,808.2541634898803,784.6588582926438,797.6105195313359,392.40116072882654,796.3903383418092,804.2961821913259,808.2048218119736,423.6311468636238,787.053185242791,813.8427281851052,340.18673773181126,774.4607886509805,794.7138331825024,790.0161456081171,798.1285573499545,809.7519762978243,812.657078408647,803.7710039390219,130.00942851031397
780.867197553422,824.6324211248528,806.513912513058,808.1350963600064,812.7767682189851,790.9243633795841,489.45666792236307,811.5932980336424,802.0768768716312,805.072740311073,440.49299410882077,811.6082678737852,805.6390912005236,407.16553689461625,809.3431991123928,805.8636401875509,803.0179189981947,809.8572999567987,805.0109416993985,791.338251517855,799.7073718631502,165.7790397466061
782.7508216748697,798.0763903521888,796.8473075535966,813.0547880715433,803.3231401197959,794.2322866943167,330.67028062321606,789.189366724001,802.7157883719537,810.6667468958915,411.92973669738285,795.3229879868811,805.9475434166528,319.3352899293439,786.3312130158458,812.3828307143364,807.6608027838469,811.8738605156475,801.8958161659874,809.6945720052673,811.2605025077216,133.27963359693223
794.3771247075903,803.0154734233362,807.5896922049327,800.2100384163276,792.5151346344345,807.5539122582576,417.24596640335943,806.1593560694427,787.2325142417969,811.6929559044568,301.9541694838367,803.4650388173071,808.5341555878031,390.074187251637,797.7523459810732,800.2127157673606,812.269332238843,825.8956364201862,810.0104609256714,804.2719436187168,799.4860627641151,149.33186904746296
789.8716887966558,799.6528823029475,792.2717478546243,806.8195297129496,815.5115197552252,805.0091718762438,401.1777357768932,805.9310125796839,789.1894345959174,813.8215899103752,365.2922616487984,799.5307942112081,807.5892858978676,451.2326657790492,788.2988697394064,803.0883301259896,798.9984592352005,805.7963317321357,772.9676770700077,793.537726901562,782.2696753179312,179.48835412190013
803.1424733259528,788.3132196238047,797.6318139325999,796.8973324340654,801.1567463429286,790.2244475520145,422.29084708692955,796.9045356068601,810.531528533329,806.4870988758964,403.5423286769423,804.7704082722312,802.8119142396938,369.51430484779644,781.9801956241998,817.0221494463524,797.9632624982304,803.2579631658217,806.778753195309,817.7531089260951,812.6192150071399,134.3882735135306
790.9197592447879,811.4282281451502,795.146364521709,803.2416635248844,811.7929718406383,800.9933230542922,303.6220367641681,803.2613302224212,799.6044484614334,798.3288191968314,317.5732998289667,800.7682189106025,801.0420110395188,432.98234489744357,805.4146272820478,802.4075317948857,791.2201741324344,801.9438430157734,793.4592431687257,788.0636316824352,790.9426769913738,188.75369446492016
785.8769629866471,807.5193303268677,800.8187413938632,798.6985694563232,800.675184814101,807.5138712337179,474.4247817888303,787.4888642361469,806.8150069737262,801.4671368643333,370.12538624183617,787.1700777581143,799.3740687210047,459.08999215794586,807.5915516030265,826.016831141804,791.7311964596014,796.4683370718931,781.6936710314354,809.1915417361,793.4623366135118,130.2673945861008
814.6564876892155,807.9103194704305,823.1465856667351,800.9699596499272,820.6074792488199,783.3059471887863,486.4236564967225,809.240270192069,800.2831837613046,812.0650896650835,306.6406217582733,809.9626681944713,792.4603541113332,485.43556389589054,794.2348959927328,805.6550964563154,797.7352110809848,803.3848384346169,805.1120259952498,810.0058231804297,794.0433870595651,147.27767084413316
797.7422369951346,790.9061254520526,781.3273480740825,805.9515702543691,817.5534084244321,805.4336019237993,413.02663671784177,798.1509786355701,800.2975613949575,791.8306432901277,315.71569943100417,795.0624341683869,797.1932492313323,346.9284163710907,774.0895770785509,782.3923724084418,803.6736550681618,797.0459858986097,813.7365854516296,793.2937979092336,813.7443809317082,181.863283930645
800.6752820468793,814.027943109361,806.8626019037451,791.8177931676653,797.5103585152093,793.3737624105415,439.3301647753784,794.7727697948096,809.3828380597599,803.686733088729,379.3846552403192,784.4341810134025,783.0704318580462,379.8631831618616,794.5375555174752,807.5334162110453,809.1358462623325,801.6846097626961,798.6255148537231,813.9246530006433,778.643257860213,152.13891048105148
785.7525181378654,785.9814893720772,783.8728412881035,820.9238727568546,809.7157095095436,805.7059866859316,484.49987623545917,810.4900922583689,794.8395527178262,796.0666118767264,326.54315080861204,795.7188483903409,799.0166037320525,330.48320266608346,803.9180400540255,803.8115838488278,791.9682104931966,813.1759753560796,809.5287454720294,797.4995348540104,831.3774853366,137.13246716462095
794.5561727547482,805.8685709380027,795.2806813421057,789.939826185003,806.4537594958515,792.3674084345748,441.4477268626797,792.9565630945724,800.9612077694098,800.2874482293482,413.5081696523116,815.0075979063431,790.1140889284908,498.49670043167504,785.2108843122587,812.8975275408275,814.9268856895952,789.9345743472036,816.1227825798865,802.8869362927986,810.5605680906605,155.21637431602994
801.1092258970987,821.9045562580998,810.8895059696737,787.8581138721227,813.6863155753235,781.9511789933548,330.50780858285225,785.9153870363645,795.3772471129496,812.784518626073,437.89299382745315,808.5022174211349,788.9641068278423,485.40019358485904,801.8335991977915,806.7318135126995,797.2887639895744,811.3987856112905,813.1491445358405,802.6032183877122,802.2323891412916,148.9275300469168
788.490064225777,790.0946367486931,800.6428001909546,811.5811087350007,790.3507653941989,783.7245756211684,415.2576720333626,784.433708264761,795.6550377256768,801.910990680199,460.1173398218166,796.5134786559214,801.7989415115347,407.9914260561119,799.8469015082701,798.6154401601623,799.7863270565157,813.1711506733986,816.3996452937139,798.6569125852945,799.4510599938371,188.98983315123883
803.7569801834567,794.3370227039723,789.2225522207069,807.9166269396294,806.8605145999844,800.4808494666138,421.3430092765712,806.0600995134564,796.9082787653136,800.4643654815615,340.030048848962,796.5074229568157,813.920022863446,468.4066588752843,805.7929149960108,787.7570176371063,792.5278832085218,798.8193147300892,807.4212749107189,808.1080827315978,802.8555407485766,151.93435423096003
793.9936131008119,800.9965136508764,792.8469629074003,806.2411981705216,810.5842448684958,802.5972250172148,384.8261342604772,787.1957064750371,802.2213377163371,786.4014385902008,333.49651645181393,796.7836494878262,809.1831660600232,404.19159545440846,801.1958036841415,797.9097674271397,775.7575973972706,778.781451009914,800.754336389016,807.9348872055222,805.2112242837934,185.2252730243205
797.0830625020673,794.965243458838,806.7959774893468,806.2834550926428,782.4126051357689,790.9568337489559,447.2888471249446,817.5479418198437,795.2125137833652,807.4625356602722,320.91356806688003,820.7674798356084,784.2949939637682,424.71713760055195,790.2693105911844,791.494795457907,808.8404539636105,793.9217801290557,783.9803418810283,782.5146802676182,806.4521558595005,192.43105013675142
793.982933877706,784.4933656893387,792.6963336828286,799.8775322715309,788.1674148733423,806.3859245877737,486.87340295380295,779.1807059211628,812.5575612557352,806.4548418114108,427.28604990872736,803.8193545223155,790.1037186342966,317.82488642320334,811.9657150166449,794.1947655019528,807.3684389709243,812.9699454656111,797.5393751187005,813.0434024287815,805.5560446600344,160.36721937035708
818.5227818450894,800.6856297480603,802.1645858958198,791.0274562851417,779.607678222399,783.3847993773104,485.11370258135526,816.9645636829003,791.053926977805,821.6325472330547,441.29514529738026,804.3004164719107,809.4077118798822,451.0540840993616,798.4147042697304,805.885784044206,797.1867244288179,799.7713193770112,791.5675340468381,783.3750801196433,800.8958068125525,193.69602006980745
799.8650277526207,789.376962862739,800.4557183990381,800.7580455819373,797.3059316555544,799.3392020135268,390.1678742808264,802.1101746720262,798.1312835583864,796.92221765047,306.3172289651284,810.3028345403184,790.175126064617,325.542696727047,799.7269546049007,816.699045043514,800.6699071722487,790.0069776770509,821.7094271749781,810.3254620434166,798.0266157969268,156.4122637774235
789.422890710441,804.7359243063518,793.4839965239419,793.2283828848789,807.1754225579597,787.8898380023754,322.64760916815106,799.032868881296,795.6026894172583,802.1915032766394,487.24244924873796,802.3878915902651,797.7536685000298,465.21352605050566,790.6673204092681,803.9467152982298,805.159392177041,794.9522507877178,798.2411418756766,811.2670513682758,798.4872671634649,197.48548915430757
808.2254491210319,790.805757657662,821.4394408932533,809.7511973341775,815.0235705209603,793.4816389219784,496.9682397924669,794.5508091319105,814.4697788435374,802.4938368371076,310.3942567302945,797.4095785417929,805.5005209902455,456.4056175340772,795.5671774880849,788.0411693796482,784.3745414311346,808.4062002650455,801.2320480678449,789.090335697848,798.0509171964732,136.2502667167901
787.7915635002897,815.4993440501754,806.3391902231801,798.5294261849787,800.7409478041977,800.4739867131641,467.77961728918683,803.9913611435207,801.9655477651157,815.7745327976347,408.2592670602141,798.0365015091502,790.3165554513637,441.7489395485953,791.151972859731,804.4460266822014,794.709473226537,805.4673356820138,805.5148537604047,795.8918571204541,811.3377009686707,178.091348655227
802.0886359500475,792.1674670766376,779.748574133424,791.7450280320749,816.2861554557129,791.3958663471604,324.93253624065335,799.6236529757515,810.3184453946864,799.0470446761304,441.81210389018327,799.2839874058593,801.0537550614596,307.2320761049524,798.2705394007658,811.9663148664565,807.9426467962182,797.610679008303,800.4360244637245,788.9429533151406,805.9355672228086,164.566982831985
780.4032987612022,796.7793848379432,801.8645431476942,796.7861415834701,786.1989854178511,796.1544445577017,484.1683765234745,811.0330188201652,785.1443962696303,802.7902152577034,474.19382474921713,799.6277776349016,786.659745050818,360.6256711890657,817.1170848014234,793.9021709568062,787.4571057683075,796.3317558818532,816.9505104043076,797.8507896971126,770.5961136533572,157.13541638189528
786.7181395110157,808.1351721736967,793.3821353523161,804.1293145427562,782.9661756064485,810.0629280921444,473.97927241242564,801.1422764866204,802.6705026586926,806.0789650971653,442.81738642648554,807.2762954363698,793.9863235604879,352.6225139821686,786.2809885706864,798.6598283332709,802.9355793216663,796.0824185095618,793.7735063826555,796.9196571581426,806.5590077652976,174.28983151240206
801.9686123586912,787.6913568356605,808.5243333479623,794.3627544719602,799.4445230110338,794.2310813047685,403.76761142521445,801.5030176146188,808.8963079562344,801.8660912315636,460.3456166139583,800.519458858073,803.1978193414253,372.0272814943038,783.8643860212326,800.146881947292,786.4341819537659,790.7758981550149,801.9460745523725,807.7966053226934,801.9473619471878,179.26999641440318
807.3846657999541,802.2745993460413,792.074792615673,791.7777960443357,803.840654489393,808.3569211206515,418.25508714898587,796.3638778778615,800.8228398927542,795.5356638544947,367.89003850856125,807.3264007721558,784.0700626646833,317.5285493527677,814.7117032749361,792.1510168691776,804.6642998243352,816.1537568946944,792.5752941430195,813.1030874611961,799.8129124355411,130.30542887552164
801.7136828118997,813.0714275428243,798.852635585331,802.4368721149191,799.6730525190591,788.7029314534238,379.80054077402605,799.4305437627893,810.6548037506535,801.9408999289831,462.9650227493024,799.1928341989142,804.404747379604,487.39156460621257,797.9067632284814,806.4828043384385,799.6435851770252,796.7767953078866,786.799774887793,813.9568381078996,796.1148154691111,141.6867162123039
798.8435171761176,783.9251676543877,805.0498727898046,802.4496657110873,779.3255789996012,805.2980417791529,310.9523277644063,803.0780176889206,794.8271154989962,810.7363174985977,316.02296927693504,800.786351903161,799.8036220107332,410.76044814247524,793.3092726134008,798.7905185139222,783.8486818409449,812.171585208255,793.8823090909472,794.378319734217,811.2411271998601,179.9132235444023
796.9889630441071,801.846338585323,808.6575519417012,794.9305682462887,799.1087996048722,814.415686206579,367.0394483291802,782.8983160734338,814.0934744018558,789.7348470058894,478.9633312121055,780.017993154679,805.5248995441715,361.1048621316047,810.3990468739607,804.1953244390703,811.6473935445717,815.2131605192245,799.6296320295158,797.9077812625547,809.4752646212286,176.64697895047445
785.2147800963257,802.5988279424843,787.9970359294423,795.2896169438168,786.9553049949515,775.2835549987271,460.5706897196023,786.5181457789429,822.9889812361926,801.3296967414688,409.51847523074724,809.1632767470248,802.2391413406466,379.3963034148567,793.9438446026313,791.125078221979,792.6540842320195,809.9831089814796,795.7069777548274,783.1656180777904,792.271223321764,197.62332535900742
792.801557916053,807.8182287177731,796.6549876415905,802.3204993735764,806.6967254883003,792.0310474452953,300.9264046009206,807.4326409402272,796.3716143956034,792.9987918506083,463.45955399249874,803.4648847589799,813.6414042997385,389.4405081009671,818.2600971354693,795.6254169967659,791.8974756298562,795.6837968728195,793.0757902012614,791.9412993350381,804.0705228712453,183.2726453175548
795.3936122904021,787.6304928912192,795.2505468883904,785.5191565850267,803.6659824609685,805.7707212718054,366.6998343382288,801.7086543812794,795.5449747859923,811.9504662892484,390.46365690366,809.9801010985965,801.252245026479,420.11886667212343,806.7792587133927,807.2238135782777,802.0056919723095,804.0373009033661,785.9368253632816,809.6485163309745,790.2834326545872,196.55408954119366
810.5712222621892,786.7954338691573,793.4667076742629,785.9253622562344,790.6012021367264,797.9695461395701,379.6337387181887,798.1601666364733,814.533844771177,784.7681309521622,428.715539039305,771.0374462180631,795.7059445887475,403.1358855392996,795.120885918543,796.2716684790823,811.4863734942871,799.7580439360909,799.168944273713,816.1558282354823,786.2038183521107,179.1778351074365
803.4361828956846,805.219415656169,817.654542402811,792.8155577874757,794.8613308266331,803.7114587337131,407.4791205875846,800.184339330654,815.7957214573071,794.4107815272841,405.28053218722266,820.8837470478072,801.2229750303228,483.87839464288345,821.573082132655,817.269638512334,789.841781810216,790.9629813926987,784.95279625969,787.6565112812008,793.7328277541003,150.86365460476102
782.3695984463726,802.9698467323319,804.0498171096095,797.8655284828815,789.4078647811104,793.9601481328418,483.97112328255207,803.4758170536168,794.7713997284674,803.7721187506452,446.3179043510664,798.6041037184483,805.4329802903638,399.39269658116604,793.9428507699666,796.003638143854,800.6167984984797,803.243592817216,807.600559636896,794.0753574084711,808.6239347238276,137.37554455755995
803.2408396939479,802.5049285034588,787.3911604566496,803.1090756559801,799.3732090272683,800.865897874729,369.26919887319224,794.6024031969064,795.7981318290414,815.6552402923434,316.3259964061179,811.0818281673752,800.488600703257,498.43160296466255,807.420953720093,802.2468472575189,804.2881650033057,788.209602088402,800.824397529345,799.7359424304108,809.5312504537609,184.7276704341455
796.1491771958368,803.4644820949698,809.1786194705478,814.7535621694955,809.5514232050124,798.4432276460792,369.39064037924555,792.2169527459769,797.182153911395,799.3424973892701,312.0704167981128,789.6009407287447,800.4059169120388,470.28499154901914,802.992925804065,809.3259083187309,806.9310560726315,811.8767938846156,785.4244850053507,802.8016115881961,805.130854200973,175.09044550331413
793.2307799969404,793.1997527842151,821.2215619701263,808.5765962320202,790.1427395366445,811.6778206165981,447.5002496219497,801.9584525509769,786.5554948896572,794.448004733068,349.4206468020293,806.1277390506257,792.9800831219325,341.70210287146716,813.017412893988,785.8163426706697,801.7644155527722,795.3538270270161,796.9079092295013,791.9039648007836,807.25095786848,133.37302086753073
806.1167628884086,802.32253697161,810.3246526055115,798.4006147003657,805.0404651551785,802.5442084330122,390.44358817796143,790.2162722238497,790.813480535158,818.8115706944059,331.90893602263765,789.4658443682634,793.3709908244905,486.11904292878324,815.6151119672685,782.3919118801922,796.3297216091668,802.0115965587283,792.4784359440941,804.2406104446409,805.1617828711496,155.2035326130685
810.3099952249595,802.9307247329868,784.8063003404599,799.8098379209731,794.6974238162755,803.376026620752,344.9209645879964,804.0825275571448,789.9585923324793,785.5198609958376,474.35671331844037,793.762310393042,785.9739472820031,323.2732795770952,800.3200414906577,784.743436854299,791.7240977935128,802.8328787154614,803.1917451041918,795.2616065292908,793.5851840477704,196.97598708390004
809.312801191162,792.8564858197363,795.1576592713375,789.974706353622,792.0712716773766,795.8812303387754,390.48790322653866,782.9741639576216,792.3220243489587,778.0119404337992,343.84279747160883,819.1403135386679,817.4957674318694,463.48994169823834,792.4658212965381,812.6258410342718,800.8614388304637,797.4109502629592,813.4045044602315,799.8554772912172,804.3192254467394,165.02808019971408
791.6078247677736,818.6577451114475,812.6691114918663,799.8148686400762,798.9296964004544,795.123937759275,328.17140407595997,810.2915563732564,799.6531511261322,804.4001445005333,495.17305116382624,798.0931759923666,787.5613676460871,376.12465869531604,804.5997214293911,794.4814185410755,789.2786098801439,805.8669380147528,781.2482753035425,805.462842480037,808.0040952522768,160.29103952137933
796.9078762414879,804.7383292091179,792.9233053438122,797.1134136107986,789.6475767758062,795.6744181218038,335.27739730124466,804.7259748241304,802.3421473253652,794.9794577564738,367.3791583542214,802.1743287317972,793.070948022041,475.59486408901387,793.222846302479,825.5819928566825,770.7864951650539,795.2509634337747,801.1502607914741,800.0642226981093,807.5429132981358,162.03897236115057
803.3126343140357,788.0869650279735,804.4381942814623,803.2271856033809,794.4635069465281,803.9445214237829,399.67355454789595,802.5602973431387,815.5050049281408,789.7876718286929,336.42358313773985,808.7006773068875,792.8159273443081,473.61133802149004,820.1338724752662,794.3575240134261,804.3655980415767,808.7129729745725,798.3986720443336,795.6361410947343,811.8891337147464,144.62179068036147
809.7554512712236,806.5655360863383,807.7463405342934,791.7276905644768,788.0212210741115,795.7901551917973,383.7850899009096,809.8269098394551,790.0164595926121,807.0835644729935,457.9397014284958,804.956818879726,808.9492437694444,461.1850800235242,801.3653533108273,801.8455130319703,809.039348410862,786.5402031975325,806.7134007645046,798.9039019607417,807.0830384720107,155.80950196053567
795.2082576215471,790.2531832977268,790.7306952842192,805.1934651424117,819.6472513291639,802.8977485689642,482.96918021362,816.6547444446257,809.8432239847658,802.438007137712,431.7415551001752,801.5041890514358,797.0505032170797,458.0060872614123,796.346784486879,815.4210995256788,776.3706756445816,801.2637957954641,802.1319662823769,799.1163704079466,803.5144820754158,155.88692791910236
798.1434102333618,807.8708460374245,799.404746439382,815.3273891300257,800.3526355197173,820.7540079864544,372.4787798233266,810.1437006501814,797.8601115577449,794.3592136926327,399.63914329062777,803.6496100246623,812.4774207267374,360.93582781960816,801.8468030586491,820.0609288815913,789.9026929529007,819.3892899905828,792.4803066826119,796.2998897011787,810.7015023831643,133.66485141312307
788.9366502599397,811.5859557900741,767.5873265993092,798.9123985154314,793.0027449200742,808.7112470343169,416.1176700556087,781.5912576866835,799.5053629034757,787.196956013291,411.07271018752624,824.0341558523827,793.2650937575613,316.1838566102504,786.528737104703,820.615035766364,806.191542610052,789.9966867539442,796.8094606433339,797.412039373329,799.7347874075094,183.72973399625428
788.0379337591933,791.7931768164829,789.756123586657,804.0171172209895,802.1397991073422,796.7397646783215,426.45285758390605,787.204230332643,806.748194921666,808.7245732828014,443.84035565445276,799.4238120296642,802.7899416222381,380.5960357530323,790.2838596148935,812.0836623059314,820.5749546971169,793.2225502947515,792.0397414319651,815.9864717050472,791.1812534877229,159.15531023327154
808.125258223942,809.6337612924432,797.4743184860683,806.9014399171111,798.8767195030917,812.0121392216395,302.61889131766674,793.7518142230432,788.772779784377,806.5020117795866,345.69094826625974,802.0109904671497,791.6465294674024,334.70490299730176,812.0041390794443,810.2406252581146,800.2079370767541,805.1390784965891,810.760071385986,805.6091944794124,798.3693303605623,187.55259207714963
813.5624002857082,804.127809269365,787.5221681803515,795.9877952811416,797.7903040046677,795.9192462697845,432.70747440334213,800.2609105021083,803.8240974618406,799.0082413622061,499.2667832113484,810.5065439600761,821.4514912777339,438.99021778049234,793.4310572102861,805.9252694920118,792.7199705877086,801.795817819396,800.2131164867194,797.0451968197084,792.5509735519355,189.52436007839268
799.2798987841967,808.2206015999449,816.3241130393163,802.2409248181042,806.1416670004343,779.6187546482215,335.6071933739503,805.1765902046913,801.6645220821306,818.4663699604766,494.9586324293566,811.0552593295798,788.1240158097048,369.2199453075571,789.5308901731806,807.7836107616664,798.1710355889516,803.5063009927356,819.0119068575301,806.9695440451073,793.2482172502562,144.83958382890606
810.0353289789202,818.9679298265395,785.6985862203936,800.125924007818,807.5750771004731,789.9191368908259,492.214063493891,792.7425618684654,804.9245126400815,789.2991523367385,430.0651372693874,811.8703030556038,803.0982071022703,495.122040171983,805.3665275252729,794.4881428367147,813.7487641914819,804.8918713014766,799.3933918618538,796.6618051024399,798.5548132928449,176.014743751909
803.6163602504763,797.5461188399713,795.5995551330302,800.9767609854883,794.6949885238947,781.2920807897415,329.7325455506226,801.8676676447708,802.8916864390782,784.7447482907526,339.908490185829,806.3873022202919,806.337768809321,428.19441546906637,811.85704154663,791.818011165777,793.5403582087547,806.3472146856177,792.9159323308953,811.7312463758664,792.0758007900004,163.0597262914087
793.5488024539487,792.4626383564251,801.3074057728609,792.2699021614453,794.2418175935532,796.4848651595869,382.92482474540475,792.4461706764667,824.5530013991089,793.0809193011876,436.0456484862583,788.5699508726951,804.137990974515,464.4961127268722,807.1895331066506,799.9662554258905,792.0080799334975,811.0969984195623,784.8628560738717,803.6964219219809,796.9203847036096,191.61097165450394
803.6139560550841,791.1048557037448,814.4127328906611,800.2451017425894,797.2494830284836,800.1841837918955,317.06993361572876,793.8848219700806,793.6226001574869,799.544139836445,314.43968179583516,816.334315323011,798.1471234112229,326.5049345483697,809.9604768580582,798.2981537747507,795.1725647781797,804.0981865692851,781.9686032374406,798.9269785599577,781.0638533304622,145.10184754235178
815.3803656646597,791.8418971503456,785.6413784882056,804.9799829124545,776.9807883526441,816.7643731227528,499.37485036918946,785.9333890315178,794.6900304499818,802.433394493227,306.1305004411612,788.5365460698131,798.7017930026658,472.4028964545245,792.4320491143054,795.4677195067272,790.4667139174129,797.5874234538146,784.1586405699451,804.4771692581028,802.1329370737294,177.4469240217031
799.6417396089005,799.228982905859,811.6316375215496,814.5114360779504,784.8480893780145,803.2692737376416,400.4390020662485,790.7676675388909,793.7685947357523,797.5876394214367,351.53657770224277,803.0263546523903,800.4381147197911,484.55143810267884,785.7818933325816,806.9638744745672,801.226703159948,806.7257370120274,802.6712665101148,784.291238479315,800.0120547536222,172.5426485576906
815.6464365581401,803.4115197481665,800.1023306101958,809.5927082608521,813.6687426744453,797.8089947119114,419.0770034640087,786.4831539438367,794.4452288083975,803.520553965143,392.5245913478633,792.4572414998064,798.5299799837151,397.41238376378715,815.0133365195549,809.5530520857051,816.2467845846957,818.9988193489521,805.0872502322993,788.732325310902,791.8291136893181,150.6711034300283
773.8025489591025,802.7669079933002,790.1849134895205,821.5318245751156,816.4496771350128,808.2940558118349,313.4152954776855,790.2412674702267,793.6261287269348,787.4846057580955,473.65450108167613,799.35861653407,809.6387911679491,421.2505875501955,796.7732016115787,800.8840688629185,803.2307927311602,798.6736625361742,784.1880929796787,788.0607499360094,806.592456684324,139.56206325558207
808.2190250437523,808.2718324903602,804.6210347426327,792.3265243711195,797.5096396044362,777.8886469099211,449.99209407983557,810.5364179660784,811.8901653110755,814.4376460407326,445.4338139532616,803.2876241030348,822.1052300159135,452.9619601805991,797.4916698354496,814.7753008105526,797.4764649787371,790.2547069532936,808.9503831407611,801.4294309476371,809.3757013762656,175.61478323340936
800.8704706823817,800.1300189187791,801.9905969557346,808.7232063672068,805.7655696305577,802.3561455810857,341.9811186191172,790.5060111116806,814.2050424798986,799.1784882160744,448.5413042399962,803.2135721545027,794.4250821499216,334.9677254520825,813.2819414184905,788.5831088586649,797.0818873108445,811.0708066928697,795.1693894831656,817.3251499948509,783.9244013563102,181.70182206926313
797.0099264953413,814.5353407715731,793.997831228412,801.8334200573835,803.1125015454354,807.7086519388697,479.61085788814273,826.323820648374,794.2925370625053,811.1729583158813,385.09866688961506,804.2192075423528,786.3019702042092,400.51321529268847,805.5623000940066,798.0634054072028,784.3680919130335,798.796188360464,801.4679301198555,822.3130014619263,792.3727522143379,152.0939140634345
800.917607765355,797.3534316676204,800.6980208499002,821.8980293321767,830.7888080845523,785.2141375422016,341.0279280964014,804.9331790088089,791.6764442689578,803.427253463777,369.1869985093926,816.1371126905865,799.1171795164875,379.7326055544626,804.5588777208161,792.8317767939719,808.8310977714716,778.2733045398596,816.1222062825542,806.3805110144076,792.308576502127,175.13828228156197
